GEOID,NAME,B05002_001E,B05002_001M,B05002_013E,B05002_013M
24918,ZCTA5 24918,2264,502,0,12
24016,ZCTA5 24016,8912,956,410,201
24017,ZCTA5 24017,24273,1510,1936,599
24060,ZCTA5 24060,56423,884,7029,899
24078,ZCTA5 24078,6952,845,436,316
24104,ZCTA5 24104,3046,647,71,52
24136,ZCTA5 24136,3097,415,56,38
24149,ZCTA5 24149,3942,805,41,54
24153,ZCTA5 24153,37801,904,1321,374
24184,ZCTA5 24184,4263,687,83,86
24201,ZCTA5 24201,15867,492,72,70
24220,ZCTA5 24220,1199,356,0,13
24271,ZCTA5 24271,2495,437,65,67
24282,ZCTA5 24282,672,235,0,13
24925,ZCTA5 24925,447,239,26,43
24931,ZCTA5 24931,997,320,36,46
24315,ZCTA5 24315,3765,359,13,18
24281,ZCTA5 24281,2447,580,13,99
24322,ZCTA5 24322,33,31,0,13
24340,ZCTA5 24340,6489,955,125,111
24350,ZCTA5 24350,1370,441,14,24
24351,ZCTA5 24351,313,140,0,13
24360,ZCTA5 24360,5816,791,0,18
24440,ZCTA5 24440,3003,718,12,13
24910,ZCTA5 24910,4926,588,47,45
24915,ZCTA5 24915,566,176,8,14
24293,ZCTA5 24293,9606,702,204,113
24333,ZCTA5 24333,17317,943,857,218
24354,ZCTA5 24354,14137,647,149,95
24378,ZCTA5 24378,998,224,5,6
24435,ZCTA5 24435,1707,339,120,124
24458,ZCTA5 24458,241,75,0,13
24431,ZCTA5 24431,2567,555,54,85
24927,ZCTA5 24927,395,198,0,12
24381,ZCTA5 24381,3727,914,8,11
24421,ZCTA5 24421,4189,623,0,13
24442,ZCTA5 24442,116,65,0,13
25235,ZCTA5 25235,1128,461,0,12
24815,ZCTA5 24815,633,222,0,12
24827,ZCTA5 24827,1334,417,0,12
24828,ZCTA5 24828,643,180,0,12
24830,ZCTA5 24830,108,51,5,9
24836,ZCTA5 24836,649,242,0,12
24848,ZCTA5 24848,227,119,0,12
24874,ZCTA5 24874,2919,649,0,12
24880,ZCTA5 24880,428,289,0,12
24938,ZCTA5 24938,1511,424,0,12
24970,ZCTA5 24970,4566,691,23,25
24984,ZCTA5 24984,114,71,0,12
24012,ZCTA5 24012,30055,1634,2260,651
24831,ZCTA5 24831,209,176,0,12
24646,ZCTA5 24646,765,282,0,13
24740,ZCTA5 24740,30721,1187,207,114
24801,ZCTA5 24801,4403,885,131,66
24845,ZCTA5 24845,351,290,0,12
24857,ZCTA5 24857,917,478,0,12
24860,ZCTA5 24860,170,112,0,12
24868,ZCTA5 24868,1176,276,11,19
24920,ZCTA5 24920,199,102,9,14
24954,ZCTA5 24954,4209,359,31,30
24015,ZCTA5 24015,15478,1006,808,311
24020,ZCTA5 24020,612,216,46,26
24092,ZCTA5 24092,3578,915,17,28
24101,ZCTA5 24101,6118,782,153,117
24134,ZCTA5 24134,5166,424,52,57
24141,ZCTA5 24141,23080,773,648,258
24161,ZCTA5 24161,402,177,0,13
24279,ZCTA5 24279,5400,606,37,30
24079,ZCTA5 24079,1929,466,6,10
24066,ZCTA5 24066,5177,463,67,49
24067,ZCTA5 24067,2293,477,30,53
24076,ZCTA5 24076,1292,405,0,13
24082,ZCTA5 24082,549,175,0,13
24120,ZCTA5 24120,1569,374,15,25
24122,ZCTA5 24122,1519,361,1,3
24132,ZCTA5 24132,301,226,8,16
24147,ZCTA5 24147,1347,345,85,100
24150,ZCTA5 24150,788,292,0,13
24176,ZCTA5 24176,1197,242,19,23
24216,ZCTA5 24216,2575,382,5,10
24248,ZCTA5 24248,2196,459,0,13
24265,ZCTA5 24265,1328,663,0,13
24270,ZCTA5 24270,468,244,0,13
24290,ZCTA5 24290,2127,473,11,22
24328,ZCTA5 24328,1621,368,0,13
24374,ZCTA5 24374,793,227,0,13
24375,ZCTA5 24375,1670,346,0,13
24430,ZCTA5 24430,4025,671,112,46
24433,ZCTA5 24433,77,59,0,13
24437,ZCTA5 24437,1520,649,0,13
24445,ZCTA5 24445,2773,369,71,59
24450,ZCTA5 24450,17385,708,795,204
24457,ZCTA5 24457,333,171,16,23
24486,ZCTA5 24486,3269,642,94,81
24472,ZCTA5 24472,1866,561,12,23
24484,ZCTA5 24484,556,227,16,28
26818,ZCTA5 26818,914,285,12,19
42087,ZCTA5 42087,2636,315,27,30
42120,ZCTA5 42120,3103,542,41,49
44720,ZCTA5 44720,38137,1525,1087,289
44064,ZCTA5 44064,1546,184,56,35
44077,ZCTA5 44077,56702,718,3788,523
44093,ZCTA5 44093,982,328,20,24
44099,ZCTA5 44099,2405,663,7,11
44113,ZCTA5 44113,20182,1043,1087,262
44114,ZCTA5 44114,6671,637,1737,370
44132,ZCTA5 44132,13602,1110,447,167
44135,ZCTA5 44135,27732,1233,2492,566
44136,ZCTA5 44136,25024,782,3210,609
44215,ZCTA5 44215,2279,395,14,15
44140,ZCTA5 44140,15258,22,498,125
44141,ZCTA5 44141,13638,85,947,201
44212,ZCTA5 44212,44878,204,1692,373
44223,ZCTA5 44223,18021,1116,668,341
44233,ZCTA5 44233,8028,18,617,232
44243,ZCTA5 44243,4946,335,189,73
44256,ZCTA5 44256,63462,819,2043,331
44302,ZCTA5 44302,4534,557,91,61
44310,ZCTA5 44310,26325,1760,6693,1067
44403,ZCTA5 44403,3790,368,63,51
44429,ZCTA5 44429,2628,246,16,12
44445,ZCTA5 44445,2923,468,8,11
44721,ZCTA5 44721,14921,1055,308,141
44809,ZCTA5 44809,189,88,0,12
44824,ZCTA5 44824,3858,410,37,49
44847,ZCTA5 44847,3561,497,14,19
44849,ZCTA5 44849,2414,460,0,12
44854,ZCTA5 44854,1465,245,0,12
44880,ZCTA5 44880,3012,292,47,59
44889,ZCTA5 44889,7390,678,32,28
44903,ZCTA5 44903,23890,1386,463,229
44906,ZCTA5 44906,16337,1141,631,260
44241,ZCTA5 44241,16974,362,414,173
44288,ZCTA5 44288,3502,435,4,6
44304,ZCTA5 44304,4897,497,706,198
44320,ZCTA5 44320,18809,1233,547,264
44321,ZCTA5 44321,15285,445,1427,466
44406,ZCTA5 44406,21555,734,960,350
44432,ZCTA5 44432,12700,637,62,39
44441,ZCTA5 44441,1774,416,0,12
44443,ZCTA5 44443,1676,382,0,12
44444,ZCTA5 44444,9488,603,104,135
44483,ZCTA5 44483,24743,1200,502,184
44503,ZCTA5 44503,1124,217,0,12
44510,ZCTA5 44510,2297,491,30,42
44614,ZCTA5 44614,12832,521,152,104
44641,ZCTA5 44641,19523,666,164,93
44653,ZCTA5 44653,667,202,0,12
44662,ZCTA5 44662,10358,844,76,78
44670,ZCTA5 44670,128,116,0,12
44671,ZCTA5 44671,128,114,0,12
44676,ZCTA5 44676,5083,984,28,28
44707,ZCTA5 44707,9414,1165,44,49
44804,ZCTA5 44804,1269,525,1,3
44807,ZCTA5 44807,2021,300,3,5
44811,ZCTA5 44811,12345,526,369,263
42642,ZCTA5 42642,12292,655,334,160
42717,ZCTA5 42717,6522,93,68,50
42721,ZCTA5 42721,3538,595,80,75
42722,ZCTA5 42722,429,172,0,12
42729,ZCTA5 42729,1532,346,27,40
42731,ZCTA5 42731,165,90,0,12
42027,ZCTA5 42027,1477,369,0,12
42028,ZCTA5 42028,598,234,15,22
42041,ZCTA5 42041,4284,432,31,39
42048,ZCTA5 42048,1460,339,23,33
42050,ZCTA5 42050,2928,262,4,6
42079,ZCTA5 42079,1669,382,34,48
42086,ZCTA5 42086,4385,564,36,48
42164,ZCTA5 42164,16717,570,235,111
42071,ZCTA5 42071,32349,692,1282,256
42122,ZCTA5 42122,5635,786,91,69
42159,ZCTA5 42159,1485,360,30,42
42160,ZCTA5 42160,1840,559,3,5
42166,ZCTA5 42166,2512,521,0,12
42206,ZCTA5 42206,6094,701,102,156
42220,ZCTA5 42220,6467,481,163,102
42259,ZCTA5 42259,1234,260,14,19
42261,ZCTA5 42261,10928,292,243,57
42274,ZCTA5 42274,1905,491,20,33
42338,ZCTA5 42338,26,26,0,12
42347,ZCTA5 42347,6202,472,115,136
42366,ZCTA5 42366,5227,545,11,16
42410,ZCTA5 42410,1043,230,0,12
42431,ZCTA5 42431,26035,1019,488,160
42141,ZCTA5 42141,31455,909,647,221
42202,ZCTA5 42202,2101,306,122,125
42236,ZCTA5 42236,475,178,32,47
42256,ZCTA5 42256,4567,569,77,52
42262,ZCTA5 42262,8486,428,108,127
42266,ZCTA5 42266,2176,331,12,11
42333,ZCTA5 42333,1211,396,0,12
42337,ZCTA5 42337,2019,322,12,19
42343,ZCTA5 42343,1686,345,5,10
42348,ZCTA5 42348,4737,349,26,26
42408,ZCTA5 42408,7161,573,44,52
42440,ZCTA5 42440,967,224,0,12
42456,ZCTA5 42456,1280,305,40,47
42459,ZCTA5 42459,3982,405,0,12
42462,ZCTA5 42462,1695,415,0,12
42539,ZCTA5 42539,9463,658,69,58
42567,ZCTA5 42567,5268,716,37,48
42602,ZCTA5 42602,10164,90,143,66
42603,ZCTA5 42603,54,82,0,12
42629,ZCTA5 42629,5457,521,98,76
42635,ZCTA5 42635,5007,670,38,32
42647,ZCTA5 42647,3568,630,0,12
42649,ZCTA5 42649,1709,466,8,16
42718,ZCTA5 42718,25645,527,420,128
42733,ZCTA5 42733,1468,381,0,12
42754,ZCTA5 42754,15809,737,107,94
42354,ZCTA5 42354,171,64,0,12
42355,ZCTA5 42355,1668,328,12,19
42368,ZCTA5 42368,1220,305,0,12
42370,ZCTA5 42370,3,13,0,12
42049,ZCTA5 42049,1499,351,2,4
42032,ZCTA5 42032,237,125,0,12
42038,ZCTA5 42038,5433,332,117,82
42045,ZCTA5 42045,2156,347,0,12
42055,ZCTA5 42055,2470,330,46,55
42058,ZCTA5 42058,2358,307,11,21
42061,ZCTA5 42061,80,71,9,12
42064,ZCTA5 42064,8063,206,81,69
42069,ZCTA5 42069,507,365,0,12
42101,ZCTA5 42101,62715,1733,5968,929
42140,ZCTA5 42140,1018,233,6,10
42151,ZCTA5 42151,94,87,0,12
42170,ZCTA5 42170,1216,306,15,20
42171,ZCTA5 42171,7266,832,28,38
42210,ZCTA5 42210,4294,565,6,12
42223,ZCTA5 42223,21228,1076,1339,360
42320,ZCTA5 42320,8744,630,312,212
42327,ZCTA5 42327,4394,361,58,41
42328,ZCTA5 42328,1177,170,17,17
42352,ZCTA5 42352,1759,276,0,12
42376,ZCTA5 42376,5659,552,16,27
42378,ZCTA5 42378,3275,468,6,11
42436,ZCTA5 42436,1402,394,0,12
42528,ZCTA5 42528,1628,399,60,80
42541,ZCTA5 42541,345,121,0,12
42553,ZCTA5 42553,5914,768,61,65
42638,ZCTA5 42638,74,118,0,12
42715,ZCTA5 42715,172,98,0,12
42716,ZCTA5 42716,1541,342,71,84
42746,ZCTA5 42746,2232,418,11,19
42154,ZCTA5 42154,385,254,0,12
42234,ZCTA5 42234,2561,308,46,48
42240,ZCTA5 42240,41009,799,968,248
42273,ZCTA5 42273,409,111,0,12
42276,ZCTA5 42276,14643,774,42,67
42285,ZCTA5 42285,481,282,13,28
42321,ZCTA5 42321,118,118,0,12
42323,ZCTA5 42323,685,252,0,12
42330,ZCTA5 42330,9081,547,303,101
42372,ZCTA5 42372,1324,204,6,8
42409,ZCTA5 42409,2709,273,60,63
42420,ZCTA5 42420,38159,715,559,165
42441,ZCTA5 42441,1226,254,58,66
42458,ZCTA5 42458,1425,456,0,12
42501,ZCTA5 42501,16787,1061,345,203
42519,ZCTA5 42519,3262,482,5,10
42566,ZCTA5 42566,345,170,0,12
42631,ZCTA5 42631,200,212,0,12
42653,ZCTA5 42653,4543,746,129,148
42726,ZCTA5 42726,5260,565,101,63
42728,ZCTA5 42728,16675,449,369,137
42741,ZCTA5 42741,715,249,0,12
42753,ZCTA5 42753,866,236,0,12
42023,ZCTA5 42023,2267,180,39,34
42056,ZCTA5 42056,1384,263,12,19
42021,ZCTA5 42021,1495,251,18,20
42081,ZCTA5 42081,2013,422,34,44
42371,ZCTA5 42371,304,167,0,12
42301,ZCTA5 42301,44347,1410,1440,360
42303,ZCTA5 42303,41790,1376,1614,333
42351,ZCTA5 42351,4443,461,78,50
42442,ZCTA5 42442,3434,559,5,8
42445,ZCTA5 42445,10461,454,191,134
42451,ZCTA5 42451,725,357,0,12
42565,ZCTA5 42565,848,287,10,16
42633,ZCTA5 42633,19448,483,525,205
42701,ZCTA5 42701,50851,1184,2112,376
42712,ZCTA5 42712,1651,422,0,12
42765,ZCTA5 42765,6561,766,105,73
42204,ZCTA5 42204,626,199,27,28
42254,ZCTA5 42254,168,61,1,5
42324,ZCTA5 42324,1074,273,0,12
42326,ZCTA5 42326,406,219,0,12
42001,ZCTA5 42001,29952,1438,539,211
42133,ZCTA5 42133,1217,233,21,25
42784,ZCTA5 42784,2071,462,0,12
42788,ZCTA5 42788,269,158,27,44
42265,ZCTA5 42265,830,475,0,12
42044,ZCTA5 42044,3744,670,0,12
42103,ZCTA5 42103,20571,1441,1326,404
42088,ZCTA5 42088,2138,385,7,11
42211,ZCTA5 42211,13451,363,185,109
42374,ZCTA5 42374,442,284,0,12
42037,ZCTA5 42037,61,60,0,12
42102,ZCTA5 42102,62,96,21,34
42124,ZCTA5 42124,32,32,0,12
42130,ZCTA5 42130,314,189,0,12
42156,ZCTA5 42156,345,175,21,32
42163,ZCTA5 42163,35,58,0,12
42322,ZCTA5 42322,8,13,0,12
42356,ZCTA5 42356,94,21,8,14
42367,ZCTA5 42367,694,286,0,12
42758,ZCTA5 42758,85,82,0,12
42764,ZCTA5 42764,381,154,0,12
42078,ZCTA5 42078,1730,257,3,6
42083,ZCTA5 42083,406,194,0,12
42084,ZCTA5 42084,18,21,0,12
42085,ZCTA5 42085,778,233,28,29
42332,ZCTA5 42332,128,68,0,12
42344,ZCTA5 42344,743,273,0,12
42349,ZCTA5 42349,1899,519,0,12
42350,ZCTA5 42350,1626,270,6,7
42361,ZCTA5 42361,413,212,0,12
42404,ZCTA5 42404,2300,268,4,6
42406,ZCTA5 42406,2763,477,9,19
42413,ZCTA5 42413,3146,556,6,9
42450,ZCTA5 42450,3776,264,0,12
42452,ZCTA5 42452,2338,486,21,24
42461,ZCTA5 42461,1134,195,0,12
42518,ZCTA5 42518,3386,712,59,49
42533,ZCTA5 42533,738,243,11,17
42743,ZCTA5 42743,9017,380,104,105
42748,ZCTA5 42748,9425,588,206,145
42749,ZCTA5 42749,5491,577,30,32
42762,ZCTA5 42762,162,154,0,12
42003,ZCTA5 42003,28141,1494,340,153
42029,ZCTA5 42029,6228,564,10,14
42031,ZCTA5 42031,3330,283,40,43
42036,ZCTA5 42036,1068,241,20,27
42040,ZCTA5 42040,830,221,6,10
42051,ZCTA5 42051,3106,686,183,136
42076,ZCTA5 42076,1124,281,123,142
42082,ZCTA5 42082,1579,425,60,68
42104,ZCTA5 42104,36969,1556,4488,883
42732,ZCTA5 42732,2551,470,0,12
42740,ZCTA5 42740,2372,700,46,80
42757,ZCTA5 42757,2851,437,179,204
42776,ZCTA5 42776,2632,511,10,11
42782,ZCTA5 42782,721,195,0,12
42035,ZCTA5 42035,992,187,0,12
42123,ZCTA5 42123,1013,402,0,12
42153,ZCTA5 42153,501,183,11,13
42167,ZCTA5 42167,8040,327,171,58
42232,ZCTA5 42232,786,344,0,12
42280,ZCTA5 42280,369,174,0,12
42286,ZCTA5 42286,1692,515,49,49
42325,ZCTA5 42325,2132,353,14,20
42339,ZCTA5 42339,818,242,0,12
42345,ZCTA5 42345,12019,601,385,249
42369,ZCTA5 42369,262,77,0,12
42411,ZCTA5 42411,1771,287,0,12
42437,ZCTA5 42437,8069,516,191,90
42453,ZCTA5 42453,532,173,0,12
42455,ZCTA5 42455,3259,377,292,114
42464,ZCTA5 42464,1386,286,5,8
42503,ZCTA5 42503,25463,1186,724,213
42516,ZCTA5 42516,930,359,0,12
42544,ZCTA5 42544,5569,712,36,52
42713,ZCTA5 42713,1736,372,0,12
42054,ZCTA5 42054,876,217,24,37
42060,ZCTA5 42060,0,12,0,12
42066,ZCTA5 42066,24032,958,682,194
42127,ZCTA5 42127,6476,553,92,102
42025,ZCTA5 42025,19685,864,246,143
42039,ZCTA5 42039,1691,308,71,58
42053,ZCTA5 42053,5193,611,34,37
42634,ZCTA5 42634,2023,403,0,12
47982,ZCTA5 47982,138,47,0,12
47987,ZCTA5 47987,4182,277,73,79
47990,ZCTA5 47990,1731,337,15,22
47997,ZCTA5 47997,158,106,2,3
47368,ZCTA5 47368,2230,335,28,45
47381,ZCTA5 47381,124,54,0,12
47451,ZCTA5 47451,1470,338,19,16
47460,ZCTA5 47460,10780,460,125,52
47462,ZCTA5 47462,4814,625,99,61
47516,ZCTA5 47516,1266,255,3,4
47610,ZCTA5 47610,5089,413,0,17
47612,ZCTA5 47612,733,245,5,8
47619,ZCTA5 47619,1860,318,18,18
47970,ZCTA5 47970,1956,303,36,22
47981,ZCTA5 47981,1043,299,16,18
47983,ZCTA5 47983,103,81,0,12
47243,ZCTA5 47243,6082,442,107,57
47280,ZCTA5 47280,512,227,0,12
47337,ZCTA5 47337,158,76,2,3
47846,ZCTA5 47846,575,223,0,12
47853,ZCTA5 47853,129,55,0,12
47854,ZCTA5 47854,531,174,0,12
47868,ZCTA5 47868,3156,556,27,38
47901,ZCTA5 47901,3970,728,485,275
47906,ZCTA5 47906,78767,405,15288,953
47921,ZCTA5 47921,1233,259,71,36
47932,ZCTA5 47932,5201,394,115,51
47940,ZCTA5 47940,1686,299,15,17
47546,ZCTA5 47546,21643,558,994,305
47025,ZCTA5 47025,22803,398,318,133
47141,ZCTA5 47141,1573,404,36,41
47232,ZCTA5 47232,3128,527,145,176
47429,ZCTA5 47429,9025,601,173,161
47611,ZCTA5 47611,1346,269,11,12
47992,ZCTA5 47992,1405,297,50,63
47040,ZCTA5 47040,5103,388,46,32
47161,ZCTA5 47161,3490,620,1,3
47150,ZCTA5 47150,48237,530,1385,272
47250,ZCTA5 47250,22106,631,302,101
47711,ZCTA5 47711,32961,1456,770,215
47725,ZCTA5 47725,17703,1104,972,455
47802,ZCTA5 47802,33744,1169,1477,318
47837,ZCTA5 47837,944,295,0,12
47858,ZCTA5 47858,1277,704,0,12
47865,ZCTA5 47865,116,114,0,12
47917,ZCTA5 47917,435,119,23,18
47925,ZCTA5 47925,164,133,0,12
47963,ZCTA5 47963,2305,385,71,64
47967,ZCTA5 47967,722,237,23,29
47974,ZCTA5 47974,1087,194,53,50
47978,ZCTA5 47978,11214,503,367,125
47283,ZCTA5 47283,3462,388,29,28
47362,ZCTA5 47362,29260,477,196,72
47106,ZCTA5 47106,4825,494,22,30
47670,ZCTA5 47670,12043,283,484,241
47930,ZCTA5 47930,1303,322,7,11
47665,ZCTA5 47665,3829,157,21,18
47872,ZCTA5 47872,8290,466,93,53
47123,ZCTA5 47123,174,105,0,12
68407,ZCTA5 68407,834,231,0,10
68437,ZCTA5 68437,257,75,0,10
68447,ZCTA5 68447,548,113,2,3
68460,ZCTA5 68460,638,149,7,8
68465,ZCTA5 68465,2680,312,343,237
68502,ZCTA5 68502,27685,1797,2568,622
68523,ZCTA5 68523,1482,246,41,29
68532,ZCTA5 68532,517,134,30,43
68621,ZCTA5 68621,413,227,0,10
58353,ZCTA5 58353,138,65,0,10
58361,ZCTA5 58361,246,74,0,10
58372,ZCTA5 58372,133,75,0,10
58386,ZCTA5 58386,113,32,0,10
58401,ZCTA5 58401,16957,363,343,103
58431,ZCTA5 58431,113,44,0,10
58433,ZCTA5 58433,1181,154,14,11
58454,ZCTA5 58454,349,80,8,11
58532,ZCTA5 58532,278,97,0,10
58542,ZCTA5 58542,278,80,0,10
58568,ZCTA5 58568,728,126,3,4
58576,ZCTA5 58576,999,186,50,26
58581,ZCTA5 58581,235,73,5,7
58634,ZCTA5 58634,255,183,0,10
58636,ZCTA5 58636,1016,148,31,18
58638,ZCTA5 58638,996,235,11,13
58651,ZCTA5 58651,538,116,4,8
58716,ZCTA5 58716,146,52,0,10
58756,ZCTA5 58756,198,68,0,10
58759,ZCTA5 58759,794,143,8,11
58761,ZCTA5 58761,885,147,1,2
58768,ZCTA5 58768,249,93,0,10
58778,ZCTA5 58778,111,53,1,5
58785,ZCTA5 58785,1130,190,38,37
58795,ZCTA5 58795,109,47,0,10
58844,ZCTA5 58844,47,42,0,10
58571,ZCTA5 58571,569,143,4,7
58573,ZCTA5 58573,650,104,0,10
58620,ZCTA5 58620,132,41,2,2
58655,ZCTA5 58655,625,206,0,10
58621,ZCTA5 58621,1301,140,10,24
58626,ZCTA5 58626,648,168,9,14
58653,ZCTA5 58653,763,127,0,12
58704,ZCTA5 58704,5086,329,198,95
58744,ZCTA5 58744,93,29,0,10
58752,ZCTA5 58752,292,78,3,3
58776,ZCTA5 58776,352,139,42,36
58790,ZCTA5 58790,1736,189,7,8
58030,ZCTA5 58030,613,130,10,10
58038,ZCTA5 58038,251,56,0,10
58041,ZCTA5 58041,1565,156,9,9
58064,ZCTA5 58064,534,112,7,9
58079,ZCTA5 58079,414,144,0,10
58081,ZCTA5 58081,835,128,15,12
58214,ZCTA5 58214,289,127,0,10
58230,ZCTA5 58230,678,147,4,5
58243,ZCTA5 58243,634,151,47,34
58730,ZCTA5 58730,1535,134,2,3
58733,ZCTA5 58733,435,148,4,7
58736,ZCTA5 58736,540,134,0,10
44081,ZCTA5 44081,7182,267,540,266
44087,ZCTA5 44087,21124,422,1249,359
44092,ZCTA5 44092,16713,509,1112,275
44104,ZCTA5 44104,19295,1744,172,110
44108,ZCTA5 44108,22234,1484,236,117
44120,ZCTA5 44120,35046,1851,1904,328
44121,ZCTA5 44121,31586,1165,1543,427
44126,ZCTA5 44126,16190,41,1074,285
44133,ZCTA5 44133,29992,123,3203,644
44145,ZCTA5 44145,32154,31,3502,525
44147,ZCTA5 44147,19407,131,1533,381
44202,ZCTA5 44202,20234,388,1492,360
44254,ZCTA5 44254,4684,273,25,20
44255,ZCTA5 44255,7949,589,171,135
44280,ZCTA5 44280,4762,287,133,169
44286,ZCTA5 44286,6201,145,271,107
44833,ZCTA5 44833,15953,656,134,86
44805,ZCTA5 44805,32600,871,463,161
44814,ZCTA5 44814,2547,519,28,36
44820,ZCTA5 44820,17495,502,434,126
44828,ZCTA5 44828,157,96,0,12
44837,ZCTA5 44837,4289,590,3,5
44838,ZCTA5 44838,177,58,0,12
44865,ZCTA5 44865,3136,357,53,51
44878,ZCTA5 44878,2925,405,0,12
44887,ZCTA5 44887,870,309,25,38
44904,ZCTA5 44904,13607,788,252,150
44022,ZCTA5 44022,16479,614,1272,234
44026,ZCTA5 44026,10928,242,404,168
44080,ZCTA5 44080,162,79,0,12
44836,ZCTA5 44836,2543,445,15,17
44851,ZCTA5 44851,4747,515,13,21
44856,ZCTA5 44856,317,162,0,12
44866,ZCTA5 44866,2007,472,38,52
44902,ZCTA5 44902,5587,729,18,37
44023,ZCTA5 44023,17423,182,487,215
44074,ZCTA5 44074,11662,510,545,159
44084,ZCTA5 44084,3295,500,7,10
44105,ZCTA5 44105,35238,1865,756,268
44106,ZCTA5 44106,25658,1656,3044,423
44107,ZCTA5 44107,50092,76,4001,711
44109,ZCTA5 44109,39451,1765,2518,451
44115,ZCTA5 44115,9199,1004,810,248
44117,ZCTA5 44117,10271,956,261,129
44666,ZCTA5 44666,2769,451,19,21
44710,ZCTA5 44710,8260,877,87,60
44138,ZCTA5 44138,22116,265,723,332
44217,ZCTA5 44217,3559,341,69,62
44124,ZCTA5 44124,36877,508,5158,642
44143,ZCTA5 44143,23811,614,2512,426
47227,ZCTA5 47227,1922,409,0,12
47467,ZCTA5 47467,159,227,0,12
47525,ZCTA5 47525,298,105,0,12
47637,ZCTA5 47637,1362,281,0,12
47918,ZCTA5 47918,5719,299,95,96
47433,ZCTA5 47433,3918,489,15,16
47535,ZCTA5 47535,726,278,0,12
47635,ZCTA5 47635,5487,181,65,39
47989,ZCTA5 47989,1071,231,12,12
47369,ZCTA5 47369,1615,288,34,27
47952,ZCTA5 47952,2917,363,0,12
47104,ZCTA5 47104,0,12,0,12
47110,ZCTA5 47110,410,219,0,12
47306,ZCTA5 47306,5191,677,120,81
47324,ZCTA5 47324,160,68,0,12
47335,ZCTA5 47335,893,240,0,12
47367,ZCTA5 47367,83,60,0,12
47388,ZCTA5 47388,409,127,1,2
47405,ZCTA5 47405,5731,440,567,202
47434,ZCTA5 47434,0,12,0,12
47437,ZCTA5 47437,213,141,0,12
47457,ZCTA5 47457,146,111,0,12
47458,ZCTA5 47458,49,77,0,12
47809,ZCTA5 47809,2325,275,55,46
47857,ZCTA5 47857,422,151,0,12
47869,ZCTA5 47869,114,89,0,12
47871,ZCTA5 47871,453,174,1,4
47880,ZCTA5 47880,71,66,0,12
47907,ZCTA5 47907,0,12,0,12
47382,ZCTA5 47382,226,84,0,12
47522,ZCTA5 47522,545,166,13,19
47574,ZCTA5 47574,72,56,0,12
47630,ZCTA5 47630,36863,453,2596,369
47805,ZCTA5 47805,12543,487,72,52
47536,ZCTA5 47536,0,12,0,12
47537,ZCTA5 47537,865,247,0,12
47568,ZCTA5 47568,650,290,20,45
47576,ZCTA5 47576,534,170,0,12
47588,ZCTA5 47588,847,294,10,19
47590,ZCTA5 47590,286,109,0,12
47596,ZCTA5 47596,50,64,0,12
47616,ZCTA5 47616,314,179,1,2
47648,ZCTA5 47648,4228,179,26,21
47683,ZCTA5 47683,199,78,0,12
47708,ZCTA5 47708,496,264,8,11
47443,ZCTA5 47443,1419,348,23,31
47396,ZCTA5 47396,7785,625,199,104
47403,ZCTA5 47403,34090,1492,1973,476
47432,ZCTA5 47432,4711,441,245,95
47452,ZCTA5 47452,5249,481,0,17
47464,ZCTA5 47464,323,154,0,12
47470,ZCTA5 47470,1632,460,17,27
47036,ZCTA5 47036,900,248,21,21
47060,ZCTA5 47060,6225,563,37,33
47120,ZCTA5 47120,852,276,0,12
47136,ZCTA5 47136,4424,555,137,90
47959,ZCTA5 47959,2630,301,472,147
47964,ZCTA5 47964,100,46,0,12
47968,ZCTA5 47968,1228,267,0,12
58063,ZCTA5 58063,458,146,0,10
58102,ZCTA5 58102,30329,1388,1510,354
58204,ZCTA5 58204,2383,345,92,51
58212,ZCTA5 58212,382,108,0,10
58220,ZCTA5 58220,2048,164,50,29
58229,ZCTA5 58229,74,22,1,2
58250,ZCTA5 58250,257,87,9,13
58267,ZCTA5 58267,1325,230,2,3
58271,ZCTA5 58271,519,93,26,15
57475,ZCTA5 57475,125,44,0,10
57476,ZCTA5 57476,472,111,4,4
57534,ZCTA5 57534,259,139,5,8
57547,ZCTA5 57547,174,87,0,10
57551,ZCTA5 57551,2492,267,58,40
57564,ZCTA5 57564,956,137,0,10
57567,ZCTA5 57567,1356,206,7,9
57574,ZCTA5 57574,70,55,0,10
57319,ZCTA5 57319,871,169,13,17
57339,ZCTA5 57339,1547,111,0,10
57340,ZCTA5 57340,219,55,2,3
57345,ZCTA5 57345,1217,121,0,10
57337,ZCTA5 57337,84,61,0,10
57341,ZCTA5 57341,172,69,0,10
57350,ZCTA5 57350,15051,218,2375,396
57365,ZCTA5 57365,518,102,0,10
57366,ZCTA5 57366,2439,240,14,13
57369,ZCTA5 57369,2415,359,6,9
57371,ZCTA5 57371,183,75,0,10
57373,ZCTA5 57373,427,128,0,10
57434,ZCTA5 57434,461,152,1,3
57438,ZCTA5 57438,1360,136,0,10
57440,ZCTA5 57440,536,115,1,3
57450,ZCTA5 57450,485,103,21,27
57454,ZCTA5 57454,823,180,0,10
57461,ZCTA5 57461,340,91,12,19
57473,ZCTA5 57473,255,125,0,10
57474,ZCTA5 57474,152,57,0,10
57477,ZCTA5 57477,159,62,6,6
57521,ZCTA5 57521,239,119,0,10
57529,ZCTA5 57529,352,142,0,10
57572,ZCTA5 57572,1887,253,28,31
57585,ZCTA5 57585,103,40,0,10
