GEOID,NAME,B05002_001E,B05002_001M,B05002_013E,B05002_013M
90033,ZCTA5 90033,49695,2688,22261,1377
90038,ZCTA5 90038,28592,1393,12007,842
90040,ZCTA5 90040,12363,466,4536,584
90044,ZCTA5 90044,99980,3804,32878,1895
90808,ZCTA5 90808,39602,1932,5266,652
90680,ZCTA5 90680,30807,888,12060,878
90701,ZCTA5 90701,16500,80,8009,725
90802,ZCTA5 90802,39165,1741,7778,829
90805,ZCTA5 90805,95094,2721,28187,1883
90004,ZCTA5 90004,61105,2358,29256,1465
95514,ZCTA5 95514,109,137,0,13
95550,ZCTA5 95550,172,137,1,2
95567,ZCTA5 95567,1888,463,205,131
95602,ZCTA5 95602,18588,1458,1212,310
95603,ZCTA5 95603,29930,1282,2518,580
95628,ZCTA5 95628,40922,1617,3986,598
56042,ZCTA5 56042,787,169,8,9
56362,ZCTA5 56362,5657,307,247,157
56364,ZCTA5 56364,5742,302,94,34
56377,ZCTA5 56377,20013,220,815,335
56436,ZCTA5 56436,32,20,0,9
56441,ZCTA5 56441,3900,351,67,47
56442,ZCTA5 56442,2591,247,5,9
56450,ZCTA5 56450,888,131,11,8
56453,ZCTA5 56453,809,134,5,7
56456,ZCTA5 56456,55,21,0,9
56464,ZCTA5 56464,4727,293,44,20
56525,ZCTA5 56525,78,40,1,3
56533,ZCTA5 56533,288,64,4,7
56547,ZCTA5 56547,3063,349,21,20
56566,ZCTA5 56566,613,81,2,3
56571,ZCTA5 56571,1748,135,50,43
56586,ZCTA5 56586,1850,168,44,46
56589,ZCTA5 56589,2234,178,9,10
56590,ZCTA5 56590,296,62,1,3
56592,ZCTA5 56592,502,170,5,6
56162,ZCTA5 56162,234,71,0,9
56212,ZCTA5 56212,507,95,23,17
56270,ZCTA5 56270,1157,150,11,10
56339,ZCTA5 56339,988,120,30,23
56024,ZCTA5 56024,3430,159,31,24
56071,ZCTA5 56071,13097,438,201,117
56113,ZCTA5 56113,240,60,0,9
56147,ZCTA5 56147,177,58,0,9
56230,ZCTA5 56230,776,137,8,13
56001,ZCTA5 56001,49017,375,3416,336
56560,ZCTA5 56560,44763,188,2762,477
56636,ZCTA5 56636,5090,342,43,23
56724,ZCTA5 56724,107,34,0,9
56741,ZCTA5 56741,0,9,0,9
56173,ZCTA5 56173,323,77,2,3
56431,ZCTA5 56431,8793,248,105,42
56046,ZCTA5 56046,117,50,0,9
56047,ZCTA5 56047,97,29,0,9
56125,ZCTA5 56125,43,16,0,9
56146,ZCTA5 56146,69,28,3,4
56210,ZCTA5 56210,7,11,0,9
56321,ZCTA5 56321,1464,200,125,63
56363,ZCTA5 56363,156,51,1,3
56389,ZCTA5 56389,81,41,0,9
56541,ZCTA5 56541,29,33,0,9
56577,ZCTA5 56577,7,8,0,9
56591,ZCTA5 56591,155,57,0,9
56593,ZCTA5 56593,0,9,0,9
56658,ZCTA5 56658,0,9,0,9
56668,ZCTA5 56668,126,61,6,15
56141,ZCTA5 56141,311,56,0,9
56160,ZCTA5 56160,255,57,6,8
56303,ZCTA5 56303,25086,1129,1446,374
50240,ZCTA5 50240,2967,406,19,35
50249,ZCTA5 50249,1198,175,8,8
50256,ZCTA5 50256,573,190,38,39
50258,ZCTA5 50258,1068,169,22,24
50268,ZCTA5 50268,1061,185,24,20
50278,ZCTA5 50278,747,131,51,80
80824,ZCTA5 80824,350,199,25,41
80118,ZCTA5 80118,5998,623,212,74
80007,ZCTA5 80007,16048,1120,1039,312
80013,ZCTA5 80013,74293,2013,11674,968
80102,ZCTA5 80102,5960,480,146,92
80644,ZCTA5 80644,3375,620,352,312
80726,ZCTA5 80726,471,122,3,4
80421,ZCTA5 80421,9683,737,113,73
80423,ZCTA5 80423,214,147,0,12
80011,ZCTA5 80011,51806,2490,14012,1272
80027,ZCTA5 80027,32755,106,4366,570
80017,ZCTA5 80017,39182,2301,7126,1060
80121,ZCTA5 80121,18567,956,901,310
80137,ZCTA5 80137,2157,385,77,62
80206,ZCTA5 80206,24913,1325,1414,305
82081,ZCTA5 82081,70,85,0,12
82224,ZCTA5 82224,10,14,0,12
82331,ZCTA5 82331,2173,316,66,71
82421,ZCTA5 82421,221,88,4,5
82223,ZCTA5 82223,850,187,17,17
82053,ZCTA5 82053,1268,407,117,112
82082,ZCTA5 82082,2017,655,161,100
82243,ZCTA5 82243,44,41,0,12
82321,ZCTA5 82321,684,149,39,34
82325,ZCTA5 82325,883,192,6,8
82401,ZCTA5 82401,7268,195,170,133
82422,ZCTA5 82422,23,31,0,12
82001,ZCTA5 82001,36944,1184,904,252
82052,ZCTA5 82052,0,12,0,12
82084,ZCTA5 82084,6,9,0,12
82212,ZCTA5 82212,577,181,0,12
82213,ZCTA5 82213,349,148,2,3
82336,ZCTA5 82336,214,148,37,45
82411,ZCTA5 82411,569,205,8,14
82412,ZCTA5 82412,515,164,7,11
82523,ZCTA5 82523,1048,198,27,44
82601,ZCTA5 82601,26854,1257,366,119
82639,ZCTA5 82639,762,227,6,12
82701,ZCTA5 82701,5164,318,123,84
82721,ZCTA5 82721,3433,408,17,25
82801,ZCTA5 82801,25124,545,728,222
82933,ZCTA5 82933,428,287,0,12
82935,ZCTA5 82935,12703,354,393,159
82936,ZCTA5 82936,10,20,0,12
82834,ZCTA5 82834,7344,285,95,64
82845,ZCTA5 82845,0,12,0,12
82901,ZCTA5 82901,28794,519,1724,349
82941,ZCTA5 82941,4981,702,302,230
82440,ZCTA5 82440,220,240,0,12
82423,ZCTA5 82423,256,101,3,5
82434,ZCTA5 82434,101,64,6,8
82435,ZCTA5 82435,11971,582,253,143
82716,ZCTA5 82716,17526,1304,382,148
87723,ZCTA5 87723,206,160,0,13
87742,ZCTA5 87742,326,151,0,13
87827,ZCTA5 87827,185,117,0,13
87936,ZCTA5 87936,375,216,63,99
87752,ZCTA5 87752,594,198,0,13
87801,ZCTA5 87801,9272,315,753,184
88350,ZCTA5 88350,262,225,3,6
88417,ZCTA5 88417,0,13,0,13
88055,ZCTA5 88055,23,26,0,13
88318,ZCTA5 88318,291,90,2,3
88415,ZCTA5 88415,3345,167,139,90
88260,ZCTA5 88260,14836,666,3064,423
88345,ZCTA5 88345,8610,482,973,280
88007,ZCTA5 88007,23505,1683,2416,580
88028,ZCTA5 88028,370,221,0,13
88032,ZCTA5 88032,265,259,175,283
88034,ZCTA5 88034,18,30,0,13
88046,ZCTA5 88046,867,376,0,13
88081,ZCTA5 88081,16136,1546,4926,773
88103,ZCTA5 88103,259,109,3,7
88203,ZCTA5 88203,30234,1305,4336,571
88311,ZCTA5 88311,1298,382,94,97
88342,ZCTA5 88342,5,9,0,13
88349,ZCTA5 88349,0,13,0,13
88355,ZCTA5 88355,0,13,0,13
88130,ZCTA5 88130,17385,302,1970,437
88250,ZCTA5 88250,266,157,97,79
88339,ZCTA5 88339,748,376,5,8
88038,ZCTA5 88038,215,158,0,13
88048,ZCTA5 88048,2471,874,939,461
88124,ZCTA5 88124,1082,195,77,74
88005,ZCTA5 88005,27257,1753,2514,441
88118,ZCTA5 88118,264,98,2,4
88263,ZCTA5 88263,134,80,13,21
83709,ZCTA5 83709,60449,2003,2840,632
83713,ZCTA5 83713,28806,2066,1955,683
83714,ZCTA5 83714,24351,1214,1169,405
83716,ZCTA5 83716,18283,1196,2001,473
83802,ZCTA5 83802,170,56,16,32
83803,ZCTA5 83803,1015,477,0,12
83822,ZCTA5 83822,1961,351,12,14
83864,ZCTA5 83864,19201,932,654,181
83824,ZCTA5 83824,337,161,22,36
83839,ZCTA5 83839,1281,265,7,12
83851,ZCTA5 83851,1832,173,14,10
83452,ZCTA5 83452,2075,431,30,35
83522,ZCTA5 83522,2362,341,16,19
83541,ZCTA5 83541,986,188,9,8
83549,ZCTA5 83549,622,142,3,6
83617,ZCTA5 83617,15586,546,724,197
83622,ZCTA5 83622,2268,269,83,49
83631,ZCTA5 83631,979,292,26,41
83641,ZCTA5 83641,3720,571,114,51
83651,ZCTA5 83651,36313,2614,3469,709
83655,ZCTA5 83655,5375,491,208,120
83703,ZCTA5 83703,17450,1286,918,428
83350,ZCTA5 83350,12223,641,2001,357
83433,ZCTA5 83433,4,8,0,12
83442,ZCTA5 83442,22415,703,495,252
93927,ZCTA5 93927,18344,431,7248,706
93035,ZCTA5 93035,28426,1977,5329,738
93067,ZCTA5 93067,369,233,63,58
93203,ZCTA5 93203,22546,316,7983,608
93060,ZCTA5 93060,33799,639,9100,762
93065,ZCTA5 93065,71906,1564,12159,946
86322,ZCTA5 86322,11868,169,682,265
86343,ZCTA5 86343,83,76,0,13
86547,ZCTA5 86547,1242,299,0,13
86556,ZCTA5 86556,2358,388,11,16
86047,ZCTA5 86047,15403,626,434,121
86003,ZCTA5 86003,21,15,0,13
86011,ZCTA5 86011,10836,1007,372,168
86028,ZCTA5 86028,67,86,0,13
86029,ZCTA5 86029,93,56,21,32
86038,ZCTA5 86038,55,58,0,13
86313,ZCTA5 86313,322,335,0,13
86315,ZCTA5 86315,8001,1327,576,244
86329,ZCTA5 86329,1416,443,71,80
86409,ZCTA5 86409,29045,1697,1182,416
86411,ZCTA5 86411,181,76,0,13
86443,ZCTA5 86443,0,13,0,13
86445,ZCTA5 86445,210,143,0,13
86020,ZCTA5 86020,1884,224,7,11
86015,ZCTA5 86015,364,293,0,13
86331,ZCTA5 86331,416,193,28,26
85256,ZCTA5 85256,6329,823,78,62
85282,ZCTA5 85282,56435,2530,6232,1110
85746,ZCTA5 85746,48383,2693,7350,952
85750,ZCTA5 85750,24814,1407,3089,560
85920,ZCTA5 85920,554,172,1,2
85923,ZCTA5 85923,568,255,0,13
85924,ZCTA5 85924,2502,449,171,116
85927,ZCTA5 85927,129,103,0,13
85934,ZCTA5 85934,405,164,0,13
85714,ZCTA5 85714,14449,1247,3738,573
85911,ZCTA5 85911,1864,485,36,59
85928,ZCTA5 85928,1258,355,56,79
85930,ZCTA5 85930,1444,309,4,7
85937,ZCTA5 85937,8734,733,185,115
85940,ZCTA5 85940,1341,441,21,27
85941,ZCTA5 85941,11320,852,65,37
85338,ZCTA5 85338,51691,1796,6320,884
85339,ZCTA5 85339,49398,2966,7337,817
85348,ZCTA5 85348,2836,486,274,147
85357,ZCTA5 85357,434,182,177,122
85360,ZCTA5 85360,99,67,4,7
85362,ZCTA5 85362,667,168,5,7
85374,ZCTA5 85374,49284,2189,4426,1022
85379,ZCTA5 85379,47061,2466,3640,790
85382,ZCTA5 85382,38815,2124,4059,837
85539,ZCTA5 85539,4146,707,569,256
85543,ZCTA5 85543,4058,576,26,30
85546,ZCTA5 85546,20383,688,670,144
85553,ZCTA5 85553,1850,364,50,65
85602,ZCTA5 85602,9007,635,204,91
85007,ZCTA5 85007,14820,1416,2643,540
85013,ZCTA5 85013,20912,1636,1903,686
85027,ZCTA5 85027,39488,2349,6390,841
83118,ZCTA5 83118,622,374,0,12
83123,ZCTA5 83123,699,259,34,34
83226,ZCTA5 83226,1858,327,9,15
83639,ZCTA5 83639,3519,394,332,164
83011,ZCTA5 83011,194,203,0,12
83211,ZCTA5 83211,5766,268,1055,217
50453,ZCTA5 50453,627,168,0,10
50476,ZCTA5 50476,668,148,4,6
50840,ZCTA5 50840,675,130,5,10
50845,ZCTA5 50845,803,141,0,10
50846,ZCTA5 50846,1044,175,2,4
50146,ZCTA5 50146,509,148,8,12
50107,ZCTA5 50107,1025,152,0,10
50124,ZCTA5 50124,4259,177,58,54
50140,ZCTA5 50140,2925,261,146,43
50153,ZCTA5 50153,853,131,0,10
50208,ZCTA5 50208,20189,442,754,215
50229,ZCTA5 50229,892,216,24,16
50234,ZCTA5 50234,558,131,8,8
50482,ZCTA5 50482,750,160,0,10
50532,ZCTA5 50532,863,203,4,6
50533,ZCTA5 50533,4051,252,134,82
50538,ZCTA5 50538,479,116,0,10
50540,ZCTA5 50540,1054,172,100,67
50843,ZCTA5 50843,402,123,0,10
50830,ZCTA5 50830,1885,214,12,12
50853,ZCTA5 50853,817,159,4,6
50854,ZCTA5 50854,2598,264,49,36
50135,ZCTA5 50135,1350,248,33,37
50147,ZCTA5 50147,354,81,16,22
50148,ZCTA5 50148,419,139,0,10
50162,ZCTA5 50162,1246,239,10,11
50168,ZCTA5 50168,990,205,2,6
50171,ZCTA5 50171,2585,304,22,23
50252,ZCTA5 50252,146,103,21,27
50273,ZCTA5 50273,8444,376,1,2
50276,ZCTA5 50276,2724,517,9,10
50277,ZCTA5 50277,429,190,0,10
50421,ZCTA5 50421,2790,294,40,34
50423,ZCTA5 50423,2428,242,73,42
50001,ZCTA5 50001,749,150,27,39
50007,ZCTA5 50007,557,179,6,8
50010,ZCTA5 50010,33616,1152,4792,562
50014,ZCTA5 50014,31246,1249,4199,609
50039,ZCTA5 50039,472,186,3,3
50047,ZCTA5 50047,6497,670,6,12
50048,ZCTA5 50048,900,148,25,21
50062,ZCTA5 50062,715,156,4,7
50073,ZCTA5 50073,1104,282,6,6
50076,ZCTA5 50076,1559,207,3,9
50115,ZCTA5 50115,2647,324,25,26
50120,ZCTA5 50120,440,187,1,3
50123,ZCTA5 50123,739,125,10,14
50125,ZCTA5 50125,20476,477,509,157
50132,ZCTA5 50132,321,93,33,45
50435,ZCTA5 50435,606,179,3,6
50426,ZCTA5 50426,74,46,0,10
50430,ZCTA5 50430,395,93,19,22
50431,ZCTA5 50431,203,90,0,10
52310,ZCTA5 52310,6504,385,8,14
52326,ZCTA5 52326,710,192,2,4
52348,ZCTA5 52348,80,34,0,10
52534,ZCTA5 52534,359,135,0,10
52536,ZCTA5 52536,821,180,10,16
52544,ZCTA5 52544,7612,311,50,40
87544,ZCTA5 87544,18976,NA,1661,266
87551,ZCTA5 87551,183,148,0,13
87565,ZCTA5 87565,304,229,0,13
87571,ZCTA5 87571,12066,1027,685,311
87577,ZCTA5 87577,351,291,3,8
87582,ZCTA5 87582,1038,660,14,24
87701,ZCTA5 87701,18882,820,696,241
87713,ZCTA5 87713,249,156,0,13
87715,ZCTA5 87715,456,177,8,14
87718,ZCTA5 87718,303,109,2,3
87736,ZCTA5 87736,21,35,14,23
87824,ZCTA5 87824,63,69,0,13
87313,ZCTA5 87313,5914,643,56,52
87326,ZCTA5 87326,1624,272,10,9
87328,ZCTA5 87328,2709,355,0,12
87402,ZCTA5 87402,9620,848,197,127
87511,ZCTA5 87511,1837,570,85,67
87543,ZCTA5 87543,44,74,0,13
87558,ZCTA5 87558,983,437,0,13
87573,ZCTA5 87573,11,19,0,13
87579,ZCTA5 87579,946,305,126,99
87580,ZCTA5 87580,463,242,44,65
87711,ZCTA5 87711,901,397,0,13
87728,ZCTA5 87728,560,151,10,12
87732,ZCTA5 87732,1483,401,51,79
87734,ZCTA5 87734,244,116,0,13
87753,ZCTA5 87753,98,96,0,13
87933,ZCTA5 87933,153,208,32,48
87828,ZCTA5 87828,777,470,0,13
87829,ZCTA5 87829,744,210,21,37
87930,ZCTA5 87930,797,374,95,111
87940,ZCTA5 87940,730,771,80,124
87010,ZCTA5 87010,1017,310,49,30
87029,ZCTA5 87029,229,108,0,13
87035,ZCTA5 87035,6903,827,501,331
87047,ZCTA5 87047,4554,560,120,62
87052,ZCTA5 87052,2884,426,7,9
87064,ZCTA5 87064,106,77,0,13
87070,ZCTA5 87070,170,210,11,18
87072,ZCTA5 87072,652,134,0,13
87111,ZCTA5 87111,57389,2253,4756,738
87122,ZCTA5 87122,18870,1298,2074,508
87301,ZCTA5 87301,24684,1296,1498,330
87312,ZCTA5 87312,398,96,0,13
87316,ZCTA5 87316,1228,202,0,13
87319,ZCTA5 87319,1849,401,5,6
87323,ZCTA5 87323,4418,570,6,9
87327,ZCTA5 87327,8187,872,54,44
87415,ZCTA5 87415,2189,755,14,24
87418,ZCTA5 87418,849,227,33,32
87505,ZCTA5 87505,30615,1244,3369,878
87516,ZCTA5 87516,94,84,1,11
87517,ZCTA5 87517,253,173,0,13
94553,ZCTA5 94553,49801,1203,6592,707
94602,ZCTA5 94602,29593,1361,6914,791
94608,ZCTA5 94608,31572,1358,6343,562
94609,ZCTA5 94609,23729,1748,4257,681
94922,ZCTA5 94922,726,373,6,13
94931,ZCTA5 94931,9097,518,947,270
93066,ZCTA5 93066,2925,450,493,126
93105,ZCTA5 93105,26933,1435,3723,505
93208,ZCTA5 93208,110,115,0,13
93215,ZCTA5 93215,55648,1252,20105,1369
93219,ZCTA5 93219,10998,1361,4704,621
93225,ZCTA5 93225,5538,1153,210,127
93210,ZCTA5 93210,18339,273,4137,556
93243,ZCTA5 93243,1513,525,315,209
93250,ZCTA5 93250,14689,829,5210,859
93257,ZCTA5 93257,75483,1592,17801,1445
93262,ZCTA5 93262,45,51,0,13
93615,ZCTA5 93615,6335,960,2688,744
93620,ZCTA5 93620,8452,648,2583,507
93622,ZCTA5 93622,9417,487,4081,515
93645,ZCTA5 93645,222,243,0,13
93650,ZCTA5 93650,2885,512,410,185
93512,ZCTA5 93512,244,136,4,6
93516,ZCTA5 93516,2406,434,253,132
93523,ZCTA5 93523,3681,486,217,97
93527,ZCTA5 93527,1690,407,50,84
93531,ZCTA5 93531,371,180,58,65
93534,ZCTA5 93534,39798,2449,3783,556
93553,ZCTA5 93553,1513,356,189,130
93554,ZCTA5 93554,99,95,0,13
93666,ZCTA5 93666,1029,303,340,139
93675,ZCTA5 93675,3775,885,287,155
93721,ZCTA5 93721,8475,852,1034,208
93722,ZCTA5 93722,85811,3720,16949,1664
93901,ZCTA5 93901,28089,1749,6912,837
93920,ZCTA5 93920,1430,443,443,315
93950,ZCTA5 93950,15471,27,1726,388
93239,ZCTA5 93239,1785,707,1014,429
93241,ZCTA5 93241,16988,1463,6932,814
93255,ZCTA5 93255,854,342,37,63
93256,ZCTA5 93256,5811,874,2359,439
93280,ZCTA5 93280,28394,252,8441,668
93301,ZCTA5 93301,12624,1322,1325,570
93437,ZCTA5 93437,3646,541,116,60
93445,ZCTA5 93445,7327,952,1482,505
93442,ZCTA5 93442,10955,159,450,156
93444,ZCTA5 93444,22383,1491,3452,654
93453,ZCTA5 93453,2414,635,48,57
93463,ZCTA5 93463,7846,408,780,199
93514,ZCTA5 93514,14423,633,991,219
93529,ZCTA5 93529,413,208,31,54
93541,ZCTA5 93541,266,162,0,13
93549,ZCTA5 93549,273,119,9,13
93562,ZCTA5 93562,1757,277,43,45
93268,ZCTA5 93268,18389,1011,2797,699
93271,ZCTA5 93271,2699,542,150,109
93954,ZCTA5 93954,438,214,112,91
93955,ZCTA5 93955,34757,186,9324,961
93960,ZCTA5 93960,27009,585,8132,775
91354,ZCTA5 91354,33039,1432,6501,733
91010,ZCTA5 91010,26516,784,8417,739
91203,ZCTA5 91203,15794,1087,9210,880
91340,ZCTA5 91340,37221,1681,14447,1271
91362,ZCTA5 91362,37085,1614,7280,911
91364,ZCTA5 91364,28395,2006,6858,1085
49346,ZCTA5 49346,5037,495,28,21
49449,ZCTA5 49449,2790,301,31,22
49454,ZCTA5 49454,4858,411,83,56
49461,ZCTA5 49461,9494,441,174,77
49618,ZCTA5 49618,855,140,10,14
49633,ZCTA5 49633,3476,302,27,16
49639,ZCTA5 49639,2522,290,36,23
49665,ZCTA5 49665,4329,338,26,19
49644,ZCTA5 49644,2104,190,25,14
49660,ZCTA5 49660,14295,312,300,109
49668,ZCTA5 49668,3190,268,43,30
49670,ZCTA5 49670,2060,219,80,43
49677,ZCTA5 49677,6999,357,27,20
49657,ZCTA5 49657,3562,263,87,35
49664,ZCTA5 49664,1798,191,48,25
49676,ZCTA5 49676,3742,306,38,25
49682,ZCTA5 49682,4224,228,170,75
49683,ZCTA5 49683,2100,208,27,14
49690,ZCTA5 49690,6868,438,135,99
49743,ZCTA5 49743,842,141,31,22
49745,ZCTA5 49745,956,141,7,6
49748,ZCTA5 49748,183,53,2,4
49756,ZCTA5 49756,3575,266,36,16
49777,ZCTA5 49777,1880,193,44,24
49795,ZCTA5 49795,1903,216,59,41
51241,ZCTA5 51241,2025,254,42,27
51357,ZCTA5 51357,716,163,8,8
51358,ZCTA5 51358,1364,166,27,28
51439,ZCTA5 51439,943,139,6,7
51451,ZCTA5 51451,96,39,0,10
51454,ZCTA5 51454,1421,237,56,45
51020,ZCTA5 51020,682,128,20,14
51036,ZCTA5 51036,805,224,20,21
51051,ZCTA5 51051,89,48,0,10
51054,ZCTA5 51054,5423,231,163,107
51106,ZCTA5 51106,26494,1706,1368,371
51237,ZCTA5 51237,1541,151,33,24
51250,ZCTA5 51250,9032,593,643,183
51008,ZCTA5 51008,140,45,8,10
51014,ZCTA5 51014,415,87,0,10
51027,ZCTA5 51027,1140,352,0,10
51031,ZCTA5 51031,12021,345,563,190
51034,ZCTA5 51034,1621,175,23,18
51039,ZCTA5 51039,2800,337,11,18
51052,ZCTA5 51052,1000,289,5,8
51056,ZCTA5 51056,461,243,78,102
51104,ZCTA5 51104,22066,1400,2590,434
51109,ZCTA5 51109,3218,506,51,50
51230,ZCTA5 51230,367,117,18,16
51239,ZCTA5 51239,2967,377,43,34
51243,ZCTA5 51243,639,143,33,31
51245,ZCTA5 51245,1389,194,56,48
51301,ZCTA5 51301,12161,250,236,96
54010,ZCTA5 54010,45,57,0,9
54307,ZCTA5 54307,1237,216,45,34
54450,ZCTA5 54450,406,116,34,28
54458,ZCTA5 54458,104,45,0,9
54482,ZCTA5 54482,10717,635,449,235
54641,ZCTA5 54641,0,9,0,9
52584,ZCTA5 52584,643,314,0,10
52586,ZCTA5 52586,600,187,0,10
52728,ZCTA5 52728,1013,244,32,29
52060,ZCTA5 52060,8107,291,112,99
52064,ZCTA5 52064,846,184,0,10
52077,ZCTA5 52077,317,112,12,11
52144,ZCTA5 52144,1026,158,3,6
52159,ZCTA5 52159,2412,277,38,40
52160,ZCTA5 52160,1003,267,11,18
52041,ZCTA5 52041,1886,374,4,8
52163,ZCTA5 52163,352,104,0,10
52172,ZCTA5 52172,6051,329,69,45
52201,ZCTA5 52201,1541,300,69,53
52206,ZCTA5 52206,2644,250,6,8
52222,ZCTA5 52222,531,126,10,11
52241,ZCTA5 52241,21473,170,4029,518
52246,ZCTA5 52246,23233,1284,5428,729
52253,ZCTA5 52253,2966,384,0,10
52301,ZCTA5 52301,3493,325,67,44
52307,ZCTA5 52307,89,109,0,10
52316,ZCTA5 52316,1665,235,0,10
52066,ZCTA5 52066,67,28,0,10
52166,ZCTA5 52166,93,35,0,10
52211,ZCTA5 52211,2435,361,17,19
52219,ZCTA5 52219,165,56,0,10
52314,ZCTA5 52314,5827,396,119,59
52359,ZCTA5 52359,204,74,0,10
52560,ZCTA5 52560,229,79,0,10
52318,ZCTA5 52318,950,187,5,5
52338,ZCTA5 52338,3672,343,177,101
52342,ZCTA5 52342,3005,341,152,120
52354,ZCTA5 52354,315,91,0,10
52401,ZCTA5 52401,2173,263,160,92
52501,ZCTA5 52501,29613,484,2760,323
52306,ZCTA5 52306,1436,227,0,10
52356,ZCTA5 52356,2600,372,36,40
52655,ZCTA5 52655,3978,240,56,49
52212,ZCTA5 52212,258,116,0,10
52313,ZCTA5 52313,237,74,0,10
52355,ZCTA5 52355,328,92,4,5
52158,ZCTA5 52158,250,75,0,10
52345,ZCTA5 52345,1462,201,3,4
52349,ZCTA5 52349,7765,363,58,39
52353,ZCTA5 52353,9372,393,679,169
52361,ZCTA5 52361,4294,249,18,26
52405,ZCTA5 52405,25942,1395,1363,496
52530,ZCTA5 52530,1065,179,2,7
52533,ZCTA5 52533,1211,251,0,10
52327,ZCTA5 52327,3455,539,13,20
52551,ZCTA5 52551,580,204,0,10
52739,ZCTA5 52739,763,260,85,49
52233,ZCTA5 52233,7039,209,198,174
52043,ZCTA5 52043,2287,376,34,32
54421,ZCTA5 54421,4330,378,326,151
54202,ZCTA5 54202,1536,216,18,16
54246,ZCTA5 54246,828,108,13,11
54428,ZCTA5 54428,941,126,13,22
54435,ZCTA5 54435,1959,184,4,5
54436,ZCTA5 54436,2320,237,24,16
94946,ZCTA5 94946,723,144,73,40
94950,ZCTA5 94950,118,89,5,7
94973,ZCTA5 94973,1515,391,74,61
94555,ZCTA5 94555,38017,1493,19002,908
94571,ZCTA5 94571,10330,711,1719,501
94576,ZCTA5 94576,123,47,10,12
94591,ZCTA5 94591,56333,1780,14319,1322
94595,ZCTA5 94595,17730,1065,2919,557
94596,ZCTA5 94596,22247,1265,5142,708
94598,ZCTA5 94598,26666,1051,6719,730
94606,ZCTA5 94606,37640,1873,15919,1577
94610,ZCTA5 94610,31553,1586,5207,702
94618,ZCTA5 94618,17110,972,2540,407
94703,ZCTA5 94703,21942,1370,3663,527
94705,ZCTA5 94705,13612,926,2409,306
94937,ZCTA5 94937,920,239,65,44
94940,ZCTA5 94940,244,167,0,13
94965,ZCTA5 94965,11438,529,2057,367
94558,ZCTA5 94558,66854,1609,11933,825
94564,ZCTA5 94564,19201,130,5057,573
94015,ZCTA5 94015,65199,1856,31961,1448
94027,ZCTA5 94027,7193,101,1424,221
94038,ZCTA5 94038,3350,580,754,194
94041,ZCTA5 94041,13996,1027,5317,564
92066,ZCTA5 92066,350,135,5,8
92091,ZCTA5 92091,1311,309,251,140
92103,ZCTA5 92103,34246,1507,5082,698
92113,ZCTA5 92113,58231,3151,18854,1732
92116,ZCTA5 92116,32361,1560,4880,753
92118,ZCTA5 92118,23426,259,2174,404
92060,ZCTA5 92060,457,482,6,10
92075,ZCTA5 92075,12691,215,1898,503
92083,ZCTA5 92083,39276,1862,10464,863
92084,ZCTA5 92084,50306,2478,12082,990
92104,ZCTA5 92104,45601,2035,8259,1174
92325,ZCTA5 92325,8647,1586,558,224
92333,ZCTA5 92333,409,161,0,13
92336,ZCTA5 92336,98731,3301,22049,1968
92365,ZCTA5 92365,2527,431,457,182
92389,ZCTA5 92389,212,75,14,16
92398,ZCTA5 92398,1643,677,290,318
92606,ZCTA5 92606,27410,2977,9795,1127
92802,ZCTA5 92802,44013,2851,16379,1299
92501,ZCTA5 92501,21967,1730,4505,675
92508,ZCTA5 92508,38518,2159,6640,1091
92518,ZCTA5 92518,1266,376,93,66
92705,ZCTA5 92705,47044,2485,11504,1461
92883,ZCTA5 92883,36608,2273,6273,976
92536,ZCTA5 92536,2639,692,116,76
92557,ZCTA5 92557,54275,2179,12114,1452
92571,ZCTA5 92571,59417,2125,18364,1458
92582,ZCTA5 92582,18243,1645,3406,801
92584,ZCTA5 92584,54130,2503,7563,1168
95130,ZCTA5 95130,14051,1330,5304,880
95138,ZCTA5 95138,20597,1853,8308,793
95210,ZCTA5 95210,41641,2145,11028,956
95233,ZCTA5 95233,381,240,0,13
95237,ZCTA5 95237,3655,627,356,159
95255,ZCTA5 95255,1591,454,44,49
91202,ZCTA5 91202,23399,1702,12366,1567
91207,ZCTA5 91207,11318,1000,5169,825
91208,ZCTA5 91208,15146,1401,5305,650
91214,ZCTA5 91214,31668,1988,10548,1049
91307,ZCTA5 91307,25794,1319,6916,724
91311,ZCTA5 91311,41811,2498,11785,1273
91344,ZCTA5 91344,55694,2630,20672,1599
91730,ZCTA5 91730,74843,2521,16767,1588
91764,ZCTA5 91764,57265,2284,16448,1244
91775,ZCTA5 91775,24517,1118,10503,825
91790,ZCTA5 91790,44601,1674,13871,812
91977,ZCTA5 91977,63267,2739,12532,1104
91020,ZCTA5 91020,8785,1193,3306,477
91030,ZCTA5 91030,25478,35,6140,557
91104,ZCTA5 91104,37784,1982,12127,1223
91205,ZCTA5 91205,37549,1670,23501,1301
91007,ZCTA5 91007,33827,1447,16346,1166
91042,ZCTA5 91042,26617,1595,11431,1199
91206,ZCTA5 91206,33781,1732,18183,1369
91301,ZCTA5 91301,26021,847,5269,697
91320,ZCTA5 91320,44667,1776,7578,1003
91321,ZCTA5 91321,34340,2476,7605,667
91350,ZCTA5 91350,38611,2109,6410,881
91351,ZCTA5 91351,30746,1933,7189,941
